;Adriano Jose Ferruzzi;Alessandra da Silva Carneiro;Alessandro Emilio Teruzzi;Alex Sandro Rodrigues Ancioto;Alexandre José Romagnoli;Alexandre Machado Rosa;Ana Carolina Vila Ramos dos Santos;Ana Claudia Folha da Cruz;Ana Márcia Lima Costa;Ana Paula Rodrigues Magalhães de Barros;André Luiz Favareto;Andréa Antonieta Cotrim Silva;Ariane Macedo Melo Ferraz;Beatriz Ferraz Diniz;Bruno Secco Faquin;Bruno Sérgio do Amaral;Bárbara Beatriz Freitag;Carolina Aparecida de Freitas Dias;Caroline Inês Lisevski;Claudia Almerinda de Souza Oliveira;Danilo Marcondes de Alcantara;Davi Munhoz Benati;Elisangela Lizardo de Oliveira;Emanoel Fabiano Menezes Pereira;Eudes Müller D'Oliveira Santos;Eufrida Pereira da Silva;Everaldo Paulo da Silva;Fabio Oliveira Teixeira;Felipe Alexandre Cardoso Pazinatto;Felipe Rodrigues Martinez Basile;Fernando Cesar Mendonca;Fernando Luis Rossi;Fernando da Silva Pardo;Filipe Mantovani Ferreira;Flávia Roberta Torezin;Hadassa Viviane Rodrigues;Idalise Bernardo Bagé;Igor Calebe Zadi;Igor Polezi Munhoz;Ingrid Anelise Lopes;Irando Alves Martins Neto;Jair Garcia dos Santos;Jairo Filho Sousa de Almeida Ferreira;Jeferson Antunes;José Geraldo Basante;José Roberto Campanele;Juliana de Souza Topan;Junot de Oliveira Maia;Júlio Samuel Sávio Bernardo;Kamili Oliveira Santana;Krícia Helena Barreto;Leandro Módolo Paschoalotte;Lincon Lopes;Lucas Rodrigues dos Santos;Luciana Cavalcanti Maia Santos;Luciano Henrique Trindade;Marcelo Cizaurre Guirau;Maria Cristina Stello Leite;Moacir Silva de Castro;Nelio Fernando dos Reis;Nilton Pereira dos Santos;Patricia Horta;Patricia de Aquino Prudente;Patrícia Cristiane Santana da Silva;Paulo Eduardo Pissardini;Pedro Ernesto Schiavinatti Tavares;Priscila Hanako Ishy de Magalhães;Regivaldo Sousa Ferreira;Reinaldo da Silva Caraça;Renato Cristiano Montanher;Renato Marcon Pugliese;Ricardo Normanha Ribeiro de Almeida;Rita Roberta Marioto;Roberta Caetano Fleira;Robson Barbosa;Rogério Aparecido Campanari Xavier;Rogério Aparecido Pereira;Rogério Deitali Bruno;Romario Araujo Pinheiro;Silene Jucelino de Lima;Tatiana Aparecida Picosque;Teresa Helena Buscato Martins;Thiago Pedro Donadon Homem;Thiago Silva Broze;Valdir Donizete dos Santos Junior;Vanessa Regina Ferreira da Silva;Whisner Fraga Mamede;Wilian Ramalho Feitosa;William Rosseti
Felipe Alexandre Cardoso Pazinatto;0,027;0,0;0,073;0,0178;0,1061;0,0596;0,0088;0,028;0,0;0,0171;0,028;0,0;0,0;0,0;0,0;0,009;0,0934;0,0504;0,0;0,0222;0,0;0,0;0,0408;0,0263;0,0408;0,0;0,0;0,0213;1,0;0,1042;0,1559;0,0845;0,0237;0,0436;0,0;0,0289;0,0358;0,0453;0,087;0,0148;0,0516;0,0612;0,0218;0,1092;0,0;0,032;0,0;0,0513;0,1044;0,0;0,0444;0,0444;0,0603;0,0;0,1074;0,0827;0,0099;0,0629;0,07;0,1319;0,056;0,0;0,0218;0,0133;0,1749;0,0;0,0;0,0411;0,0;0,0455;0,0429;0,0;0,0;0,0;0,1873;0,0;0,0;0,0365;0,0;0,073;0,0;0,016;0,009;0,0833;0,0;0,0739;0,0;0,2094;0,1116
Felipe Rodrigues Martinez Basile;0,0088;0,0;0,0;0,0232;0,0614;0,0194;0,0345;0,0547;0,0;0,0724;0,0;0,016;0,0307;0,0;0,0;0,0117;0,0203;0,0516;0,0;0,1302;0,0;0,0;0,0266;0,1075;0,0;0,0;0,0;0,0761;0,1042;1,0;0,0592;0,0776;0,0386;0,0568;0,0;0,0376;0,0932;0,0147;0,0697;0,0096;0,0672;0,0299;0,0426;0,0859;0,0;0,0;0,0;0,0501;0,0982;0,0275;0,0579;0,0289;0,0654;0,0;0,1078;0,0294;0,0906;0,0614;0,0729;0,0937;0,1458;0,0238;0,0284;0,026;0,0441;0,0;0,0;0,0714;0,0;0,1875;0,0558;0,0061;0,221;0,0135;0,1097;0,0376;0,0;0,0238;0,0096;0,0475;0,0;0,0834;0,1878;0,0651;0,0186;0,0641;0,0;0,1499;0,0872
Fernando Cesar Mendonca;0,0263;0,0;0,0;0,0174;0,1263;0,029;0,0;0,0546;0,0;0,0167;0,0273;0,0;0,0;0,0;0,0;0,0;0,1062;0,1404;0,0;0,0217;0,0;0,0;0,0199;0,0877;0,0597;0,0;0,0;0,0518;0,1559;0,0592;1,0;0,2033;0,0;0,0425;0,0;0,0281;0,0768;0,0662;0,1303;0,0432;0,0252;0,0298;0,0213;0,0931;0,0;0,0;0,0;0,0875;0,0452;0,0247;0,0866;0,0541;0,3134;0,0;0,1106;0,1831;0,0194;0,0;0,0136;0,0993;0,0819;0,0;0,0;0,0;0,1429;0,0;0,0;0,0534;0,0;0,0886;0,0313;0,0275;0,0;0,0067;0,3924;0,0;0,0;0,0356;0,0;0,1779;0,0;0,078;0,0088;0,1299;0,014;0,0;0,0459;0,323;0,3807
Fernando Luis Rossi;0,0;0,0;0,0136;0,0531;0,0307;0,0;0,0165;0,0209;0,0111;0,0096;0,0;0,0;0,0;0,0;0,0;0,01;0,058;0,0591;0,0086;0,0166;0,0;0,0069;0,0152;0,0336;0,0;0,0;0,0;0,0198;0,0845;0,0776;0,2033;1,0;0,0132;0,0325;0,0;0,0215;0,0267;0,0084;0,0598;0,022;0,0192;0,0057;0,0163;0,0407;0,0;0,0;0,0;0,0478;0,0303;0,0;0,0497;0,0248;0,0449;0,0157;0,0629;0,0952;0,0074;0,0351;0,0209;0,067;0,0522;0,0;0,0081;0,0099;0,0925;0,0;0,0;0,0102;0,0;0,017;0,04;0,0105;0,0;0,0;0,3386;0,0;0,0136;0,0;0,0055;0,0816;0,0209;0,006;0,0202;0,0435;0,0107;0,0092;0,0;0,1782;0,2579
Fernando da Silva Pardo;0,024;0,0;0,1622;0,0792;0,0;0,053;0,0235;0,0498;0,1589;0,1901;0,0995;0,0219;0,0419;0,0;0,0;0,0;0,0968;0,0896;0,0;0,0;0,0388;0,0;0,0363;0,1567;0,0;0,0;0,3244;0,0756;0,0237;0,0386;0,0;0,0132;1,0;0,0;0,1547;0,0;0,1718;0,0604;0,0;0,0263;0,2753;0,1495;0,0388;0,0849;0,0;0,0;0,0838;0,1254;0,0103;0,0;0,0197;0,0;0,0179;0,0;0,0382;0,0334;0,1678;0,0977;0,1866;0,0266;0,0;0,0;0,0;0,0;0,0251;0,0;0,0776;0,0122;0,0;0,2694;0,2286;0,0417;0,1097;0,0673;0,0333;0,0;0,0;0,0649;0,0;0,0;0,0;0,2134;0,024;0,0074;0,0127;0,0656;0,0;0,0279;0,0298
Filipe Mantovani Ferreira;0,0;0,0;0,0;0,0;0,0;0,0;0,0;0,0;0,0;0,0;0,0;0,0;0,0;0,0;0,0;0,0;0,0;0,0236;0,0;0,0;0,0;0,0;0,0;0,0;0,0;0,0;0,0;0,0;0,0436;0,0568;0,0425;0,0325;0,0;1,0;0,0;0,0;0,0;0,0;0,0438;0,0;0,0;0,0;0,0;0,0;0,0;0,0;0,0;0,042;0,0;0,0;0,0727;0,0;0,0;0,0;0,0301;0,0;0,0;0,0;0,0458;0,0;0,0917;0,0;0,0;0,0;0,0185;0,0;0,0;0,0;0,0;0,0;0,0;0,0308;0,0;0,0;0,092;0,0;0,0;0,0;0,0;0,1195;0,0;0,0;0,0;0,0273;0,0;0,0;0,0;0,1371;0,0
Flávia Roberta Torezin;0,0;0,0;0,0953;0,0465;0,0308;0,0;0,0;0,0;0,0778;0,1117;0,0;0,0643;0,0;0,0;0,0;0,0234;0,0;0,0;0,0;0,0;0,0;0,0;0,0;0,098;0,0;0,0;0,1907;0,0278;0,0;0,0;0,0;0,0;0,1547;0,0;1,0;0,0;0,2992;0,0;0,0175;0,0;0,1348;0,0799;0,0;0,095;0,0;0,0;0,0;0,0335;0,0;0,0;0,0;0,0;0,0525;0,0;0,016;0,0196;0,0778;0,041;0,1828;0,0157;0,0;0,0;0,0;0,0;0,0;0,0;0,0;0,0;0,0;0,0792;0,112;0,0736;0,0;0,036;0,0;0,0;0,0;0,0;0,0;0,0;0,0;0,0418;0,0;0,0218;0,0;0,0;0,0;0,0091;0,0291
Hadassa Viviane Rodrigues;0,0878;0,051;0,0;0,0;0,0;0,0;0,0;0,0;0,0;0,0;0,0;0,0;0,0;0,0;0,0;0,0194;0,0;0,0;0,0;0,0481;0,0;0,0;0,0;0,0;0,0;0,0;0,0;0,0;0,0289;0,0376;0,0281;0,0215;0,0;0,0;0,0;1,0;0,062;0,0;0,029;0,0;0,0559;0,0;0,0472;0,0296;0,0;0,0;0,0;0,0278;0,1256;0,0;0,0;0,0;0,0;0,0;0,1262;0,0;0,0215;0,1021;0,0606;0,0389;0,0606;0,0;0,0;0,0289;0,0122;0,0;0,0;0,1187;0,0;0,0;0,0464;0,0;0,0;0,0;0,0608;0,0;0,0;0,0;0,0;0,0;0,0;0,0;0,0;0,018;0,0;0,1066;0,0;0,0378;0,0725
Idalise Bernardo Bagé;0,0;0,0;0,1373;0,0383;0,0063;0,0;0,0142;0,0;0,0801;0,2574;0,0;0,0;0,0253;0,0;0,0;0,0193;0,0;0,0812;0,0;0,0477;0,0;0,0;0,0548;0,2277;0,0219;0,0;0,2157;0,0799;0,0358;0,0932;0,0768;0,0267;0,1718;0,0;0,2992;0,062;1,0;0,0487;0,0683;0,0079;0,1872;0,0739;0,0469;0,1417;0,0;0,0;0,0;0,0551;0,1371;0,0091;0,0477;0,006;0,0756;0,0;0,1713;0,0525;0,1548;0,1519;0,2707;0,0902;0,0752;0,0;0,0;0,0358;0,0485;0,0;0,0;0,0294;0,0;0,1384;0,1497;0,0555;0,1657;0,1702;0,0855;0,0;0,0;0,0981;0,0;0,1177;0,0301;0,1634;0,0242;0,0358;0,0231;0,0926;0,0506;0,0637;0,0959
Igor Calebe Zadi;0,0459;0,0;0,0;0,0;0,0;0,0;0,0;0,0;0,0;0,0436;0,0;0,0418;0,0801;0,0;0,0;0,0;0,0;0,0;0,0;0,0;0,0;0,0;0,0;0,0;0,104;0,0;0,0;0,0542;0,0453;0,0147;0,0662;0,0084;0,0604;0,0;0,0;0,0;0,0487;1,0;0,0227;0,0;0,1096;0,0;0,0;0,0464;0,0;0,0;0,0;0,0436;0,0394;0,0287;0,0;0,0377;0,0;0,0;0,0729;0,0;0,0844;0,0;0,0;0,0407;0,0;0,0;0,0;0,0;0,0287;0,0;0,0;0,0233;0,0;0,6953;0,0;0,0;0,0;0,0;0,0159;0,0;0,0;0,0;0,0;0,0;0,0;0,0816;0,0;0,0283;0,0;0,0;0,1601;0,0237;0,019
Igor Polezi Munhoz;0,0203;0,0;0,0;0,0179;0,0236;0,0;0,0;0,014;0,015;0,0215;0,014;0,0124;0,0236;0,0;0,0614;0,0315;0,0625;0,0397;0,0348;0,0334;0,0;0,102;0,0205;0,0772;0,1126;0,0;0,0;0,0747;0,087;0,0697;0,1303;0,0598;0,0;0,0438;0,0175;0,029;0,0683;0,0227;1,0;0,0371;0,0389;0,023;0,1095;0,0616;0,0643;0,0482;0,0;0,0515;0,0757;0,0212;0,078;0,0223;0,0504;0,0212;0,1385;0,0603;0,0;0,0473;0,0421;0,1895;0,0843;0,0;0,0;0,0535;0,1726;0,0173;0,0;0,0894;0,0;0,0304;0,0645;0,0896;0,031;0,0069;0,1551;0,0;0,0916;0,0;0,0223;0,1099;0,0;0,0321;0,0995;0,1338;0,0216;0,0494;0,0;0,2713;0,1008
Ingrid Anelise Lopes;0,03;0,0;0,0;0,0;0,0;0,0;0,0;0,0;0,0992;0,0664;0,0311;0,0;0,0;0,0;0,0;0,0;0,0;0,0879;0,0;0,0;0,0;0,0;0,0453;0,0291;0,0;0,0;0,0;0,0354;0,0148;0,0096;0,0432;0,022;0,0263;0,0;0,0;0,0;0,0079;0,0;0,0371;1,0;0,0286;0,0678;0,0;0,0605;0,0;0,0;0,0;0,0427;0,0;0,0;0,0246;0,0;0,0223;0,0;0,0204;0,0167;0,0;0,0348;0,0621;0,0332;0,0;0,0;0,0;0,0;0,0125;0,0;0,0;0,0456;0,0;0,0;0,0238;0,0;0,0;0,0153;0,0415;0,0;0,0;0,0;0,0;0,0405;0,0;0,0;0,0;0,0185;0,0;0,0;0,0;0,0464;0,0248
Irando Alves Martins Neto;0,0131;0,0228;0,0707;0,0345;0,0;0,0289;0,0342;0,0;0,0866;0,1492;0,0271;0,0953;0,0;0,0;0,0;0,0174;0,0302;0,0628;0,0;0,043;0,0;0,0;0,0;0,0763;0,0;0,0;0,1414;0,0515;0,0516;0,0672;0,0252;0,0192;0,2753;0,0;0,1348;0,0559;0,1872;0,1096;0,0389;0,0286;1,0;0,0889;0,0423;0,1057;0,0;0,0;0,0456;0,0994;0,1124;0,0;0,0;0,043;0,0;0,0;0,0921;0,0582;0,1347;0,1065;0,1763;0,0464;0,0271;0,0354;0,0211;0,0258;0,0273;0,0;0,0423;0,0265;0,0;0,1908;0,1453;0,0455;0,0598;0,0467;0,0544;0,0;0,0;0,1061;0,0;0,0;0,0;0,155;0,0175;0,0081;0,0277;0,0477;0,0;0,0642;0,0865
Jair Garcia dos Santos;0,031;0,0;0,0838;0,0613;0,0946;0,1026;0,0405;0,0321;0,2052;0,108;0,0321;0,0282;0,0;0,0;0,0;0,0411;0,0536;0,0991;0,0;0,0;0,0;0,0;0,0702;0,1248;0,0;0,0;0,1675;0,0488;0,0612;0,0299;0,0298;0,0057;0,1495;0,0;0,0799;0,0;0,0739;0,0;0,023;0,0678;0,0889;1,0;0,0;0,2871;0,0;0,0;0,0;0,0294;0,0666;0,0194;0,0;0,0;0,0461;0,0;0,0809;0,0604;0,0342;0,036;0,1927;0,1444;0,0;0,0;0,0;0,0;0,0259;0,0;0,0;0,0629;0,0;0,0696;0,1353;0,0539;0,0;0,0632;0,0645;0,0;0,0;0,0419;0,0;0,0;0,0964;0,1286;0,0103;0,0574;0,0164;0,0;0,0;0,06;0,0256
Jairo Filho Sousa de Almeida Ferreira;0,0;0,0;0,0;0,0;0,0;0,0;0,0;0,0;0,0;0,042;0,0917;0,0;0,0;0,0;0,0;0,0147;0,0255;0,1179;0,0756;0,0364;0,0;0,0;0,0;0,0;0,0;0,0;0,0;0,0;0,0218;0,0426;0,0213;0,0163;0,0388;0,0;0,0;0,0472;0,0469;0,0;0,1095;0,0;0,0423;0,0;1,0;0,0372;0,0;0,0;0,0772;0,0;0,133;0,0138;0,0;0,0;0,0;0,0;0,1556;0,0615;0,0325;0,0772;0,0458;0,0883;0,0458;0,0;0,0;0,0218;0,1016;0,0188;0,0714;0,0224;0,0;0,0993;0,0351;0,0;0,0;0,0;0,0613;0,0;0,0598;0,0;0,0;0,0;0,0;0,0;0,0443;0,0409;0,0;0,0806;0,0;0,08;0,0365
Jeferson Antunes;0,0738;0,008;0,0374;0,0426;0,1569;0,1017;0,0663;0,0669;0,1526;0,0847;0,0287;0,0;0,0483;0,0;0,0;0,0398;0,1328;0,1893;0,0;0,0531;0,0596;0,0;0,0627;0,0973;0,0139;0,0;0,0498;0,0363;0,1092;0,0859;0,0931;0,0407;0,0849;0,0;0,095;0,0296;0,1417;0,0464;0,0616;0,0605;0,1057;0,2871;0,0372;1,0;0,0109;0,0;0,0161;0,0482;0,0752;0,0202;0,0228;0,0455;0,048;0,0;0,0932;0,1565;0,0746;0,0483;0,1816;0,1678;0,0573;0,0374;0,0074;0,0;0,0597;0,0;0,0149;0,1263;0,0;0,1345;0,1281;0,0802;0,0527;0,0517;0,1151;0,0;0,0;0,0249;0,0;0,0249;0,1147;0,1311;0,0462;0,1735;0,0098;0,0336;0,0161;0,0798;0,0876
José Geraldo Basante;0,0;0,0;0,0;0,0;0,0;0,0;0,0;0,0;0,0;0,0;0,0;0,0;0,0;0,0;0,0;0,0;0,0374;0,0519;0,0;0,0;0,0;0,0;0,0;0,0;0,0;0,0;0,0;0,0;0,0;0,0;0,0;0,0;0,0;0,0;0,0;0,0;0,0;0,0;0,0643;0,0;0,0;0,0;0,0;0,0109;1,0;0,0;0,0;0,0;0,0;0,0;0,0534;0,0;0,0;0,0;0,0;0,0361;0,0;0,0;0,0;0,0144;0,0;0,0;0,0;0,0;0,0813;0,0;0,0;0,0;0,0;0,0;0,0;0,0226;0,0;0,0;0,0;0,0;0,0;0,0;0,0;0,0;0,0;0,0;0,0;0,06;0,0344;0,0;0,0;0,0084;0,0268
José Roberto Campanele;0,0;0,0;0,0;0,0;0,0;0,0;0,0;0,0;0,0;0,0;0,0;0,0;0,0;0,0;0,0;0,0;0,0;0,0;0,0;0,0;0,0;0,0;0,0;0,0;0,0;0,0;0,0;0,0;0,032;0,0;0,0;0,0;0,0;0,0;0,0;0,0;0,0;0,0;0,0482;0,0;0,0;0,0;0,0;0,0;0,0;1,0;0,0;0,0;0,0;0,0;0,0;0,0;0,0;0,0;0,0;0,0;0,0;0,0;0,0;0,0144;0,0;0,0;0,0;0,0;0,0135;0,0;0,0;0,0;0,0;0,0;0,0;0,0;0,0;0,0;0,0;0,0;0,0877;0,0;0,0;0,0;0,0;0,0;0,0;0,0;0,0;0,0;0,0;0,0251;0,0
Juliana de Souza Topan;0,0;0,0;0,0;0,0;0,0;0,0;0,0;0,0;0,0;0,0;0,099;0,0;0,0;0,0;0,0;0,0;0,055;0,1273;0,0;0,0;0,0;0,0;0,0;0,0;0,0;0,0;0,0;0,0;0,0;0,0;0,0;0,0;0,0838;0,0;0,0;0,0;0,0;0,0;0,0;0,0;0,0456;0,0;0,0772;0,0161;0,0;0,0;1,0;0,0;0,0;0,0;0,0;0,0;0,0;0,0;0,0108;0,0797;0,0351;0,0;0,0;0,0;0,0;0,0;0,0;0,0;0,0199;0,0;0,1543;0,0;0,0;0,0536;0,0;0,0;0,0;0,0;0,0;0,0;0,0;0,0;0,0;0,0;0,0;0,0;0,0;0,0;0,0;0,087;0,0;0,0;0,0
Junot de Oliveira Maia;0,091;0,0;0,0;0,0;0,034;0,0;0,034;0,0269;0,0287;0,0741;0,0269;0,0237;0,0;0,0;0,0;0,0;0,0;0,0693;0,0222;0,0;0,0;0,0;0,0786;0,0253;0,0;0,0;0,0;0,0921;0,0513;0,0501;0,0875;0,0478;0,1254;0,042;0,0335;0,0278;0,0551;0,0436;0,0515;0,0427;0,0994;0,0294;0,0;0,0482;0,0;0,0;0,0;1,0;0,0;0,0325;0,0642;0,0428;0,0193;0,0;0,0295;0,0651;0,0191;0,0151;0,0404;0,0346;0,0539;0,0;0,0;0,0;0,0489;0,0;0,0;0,0527;0,0;0,0292;0,0309;0,0452;0,1188;0,0066;0,1262;0,0;0,0;0,0;0,0;0,0703;0,0;0,0616;0,0;0,0321;0,0;0,0;0,0;0,2048;0,0644
Júlio Samuel Sávio Bernardo;0,0706;0,0;0,0;0,0465;0,0615;0,0259;0,0461;0,0731;0,0;0,0149;0,0;0,0;0,041;0,0;0,0;0,0936;0,1762;0,0188;0,0;0,2321;0,0;0,0;0,0533;0,0849;0,0178;0,0;0,0;0,0185;0,1044;0,0982;0,0452;0,0303;0,0103;0,0;0,0;0,1256;0,1371;0,0394;0,0757;0,0;0,1124;0,0666;0,133;0,0752;0,0;0,0;0,0;0,0;1,0;0,0147;0,0;0,0193;0,0175;0,0;0,6782;0,085;0,0519;0,2325;0,195;0,1409;0,1219;0,0;0,0;0,1973;0,0393;0,0;0,0;0,1312;0,0;0,0264;0,14;0,0;0,0;0,024;0,0978;0,0;0,0;0,1589;0,0;0,0;0,0244;0,2091;0,0078;0,0073;0,0;0,15;0,041;0,0972;0,2623
Kamili Oliveira Santana;0,0086;0,0;0,0;0,0;0,0149;0,0;0,0056;0,0;0,0;0,0759;0,0;0,0;0,0;0,0327;0,0;0,0114;0,0;0,0;0,0439;0,0704;0,0;0,0351;0,0517;0,0024;0,0259;0,0;0,0;0,0135;0,0;0,0275;0,0247;0,0;0,0;0,0;0,0;0,0;0,0091;0,0287;0,0212;0,0;0,0;0,0194;0,0138;0,0202;0,0;0,0;0,0;0,0325;0,0147;1,0;0,0;0,0;0,0255;0,0134;0,0291;0,0238;0,0;0,0398;0,0;0,0152;0,0;0,0;0,0;0,0169;0,075;0,0073;0,0;0,0087;0,0;0,0192;0,0;0,0476;0,0;0,0;0,0059;0,0;0,0;0,0;0,0141;0,0;0,0;0,0203;0,0343;0,0211;0,0;0,0;0,0299;0,0088;0,0071
Krícia Helena Barreto;0,0;0,0;0,0;0,0;0,0;0,0;0,0;0,0;0,0;0,0285;0,0467;0,0;0,0;0,0;0,0;0,0;0,0;0,036;0,0;0,0;0,0;0,0;0,0;0,1313;0,0;0,0;0,0;0,0886;0,0444;0,0579;0,0866;0,0497;0,0197;0,0727;0,0;0,0;0,0477;0,0;0,078;0,0246;0,0;0,0;0,0;0,0228;0,0534;0,0;0,0;0,0642;0,0;0,0;1,0;0,0185;0,067;0,0;0,0358;0,0626;0,0166;0,0;0,0233;0,03;0,0467;0,0;0,0;0,0;0,0564;0,0;0,0;0,0;0,068;0,0505;0,0;0,0;0,0514;0,0115;0,1249;0,0;0,0;0,0;0,0;0,1217;0,0;0,0267;0,0451;0,0833;0,0;0,0;0,0;0,1628;0,0372
Leandro Módolo Paschoalotte;0,0225;0,0196;0,0;0,0;0,0196;0,0248;0,0147;0,0233;0,0248;0,0428;0,0;0,0;0,0;0,0;0,0;0,0;0,0389;0,0;0,0;0,037;0,0;0,0;0,034;0,0156;0,0;0,0;0,0;0,0886;0,0444;0,0289;0,0541;0,0248;0,0;0,0;0,0;0,0;0,006;0,0377;0,0223;0,0;0,043;0,0;0,0;0,0455;0,0;0,0;0,0;0,0428;0,0193;0,0;0,0185;1,0;0,0168;0,0;0,0077;0,1065;0,0745;0,0;0,0117;0,045;0,0467;0,0;0,0;0,0;0,0376;0,0;0,0;0,0457;0,0;0,0379;0,0179;0,0157;0,0257;0,0;0,0468;0,0;0,0;0,0;0,0;0,0;0,0;0,0133;0,015;0,0208;0,0358;0,0;0,0;0,0698;0,0558
Lincon Lopes;0,0;0,0;0,0;0,0;0,0533;0,0;0,0;0,0844;0,0;0,0645;0,0;0,0;0,0;0,0;0,0;0,0135;0,0469;0,0217;0,0;0,0;0,0;0,0;0,0;0,1188;0,0615;0,0;0,0;0,0641;0,0603;0,0654;0,3134;0,0449;0,0179;0,0;0,0525;0,0;0,0756;0,0;0,0504;0,0223;0,0;0,0461;0,0;0,048;0,0;0,0;0,0;0,0193;0,0175;0,0255;0,067;0,0168;1,0;0,0;0,037;0,17;0,0599;0,0237;0,0;0,0362;0,0844;0,0;0,0;0,0;0,068;0,0;0,0658;0,0207;0,0;0,0686;0,0162;0,0283;0,1396;0,0;0,0847;0,0;0,0;0,0;0,0;0,055;0,0;0,0724;0,0408;0,0628;0,0432;0,0;0,0;0,121;0,0841
Lucas Rodrigues dos Santos;0,0427;0,0;0,0;0,0282;0,0;0,0;0,0;0,0;0,0;0,0271;0,0886;0,0;0,0;0,0;0,0;0,0142;0,0;0,0;0,0365;0,0;0,0;0,0292;0,0;0,0;0,0;0,0;0,0;0,0;0,0;0,0;0,0;0,0157;0,0;0,0;0,0;0,0;0,0;0,0;0,0212;0,0;0,0;0,0;0,0;0,0;0,0;0,0;0,0;0,0;0,0;0,0134;0,0;0,0;0,0;1,0;0,0097;0,0;0,0;0,0;0,0;0,0948;0,0;0,0;0,0;0,0843;0,0268;0,0182;0,0;0,0;0,0;0,0;0,0;0,0;0,0;0,0;0,0296;0,0;0,0;0,0;0,0234;0,0;0,0;0,0;0,0;0,0;0,0;0,0;0,0;0,0331;0,0
Luciana Cavalcanti Maia Santos;0,0529;0,0;0,0168;0,0492;0,0705;0,0137;0,0406;0,0515;0,0343;0,0217;0,0258;0,0;0,0325;0,0;0,0188;0,0866;0,1361;0,0713;0,0106;0,1789;0,0;0,017;0,0376;0,0915;0,0704;0,0;0,0336;0,0807;0,1074;0,1078;0,1106;0,0629;0,0382;0,0301;0,016;0,1262;0,1713;0,0729;0,1385;0,0204;0,0921;0,0809;0,1556;0,0932;0,0;0,0;0,0108;0,0295;0,6782;0,0291;0,0358;0,0077;0,037;0,0097;1,0;0,1141;0,0274;0,2784;0,2062;0,1917;0,1611;0,0;0,0;0,1626;0,0792;0,0053;0,01;0,123;0,0094;0,0733;0,1801;0,0108;0,0;0,0206;0,1745;0,0;0,0168;0,0588;0,0085;0,0588;0,0451;0,1142;0,0249;0,0824;0,0;0,1246;0,0759;0,1854;0,2568
Luciano Henrique Trindade;0,0305;0,0;0,0;0,01;0,093;0,0336;0,0398;0,0316;0,1008;0,0097;0,0316;0,0278;0,0;0,0291;0,0;0,0253;0,1492;0,1381;0,0;0,0125;0,0;0,0;0,0115;0,074;0,0115;0,0;0,0;0,0419;0,0827;0,0294;0,1831;0,0952;0,0334;0,0;0,0196;0,0;0,0525;0,0;0,0603;0,0167;0,0582;0,0604;0,0615;0,1565;0,0361;0,0;0,0797;0,0651;0,085;0,0238;0,0626;0,1065;0,17;0,0;0,1141;1,0;0,0168;0,0354;0,0632;0,1183;0,0632;0,0;0,0;0,015;0,1081;0,0;0,0246;0,0309;0,023;0,0513;0,0544;0,0212;0,0174;0,0155;0,2006;0,0;0,0;0,0;0,0;0,0412;0,0316;0,0451;0,0152;0,1315;0,0081;0,0278;0,0;0,2203;0,2454
Marcelo Cizaurre Guirau;0,0;0,0;0,0816;0,0133;0,0;0,0444;0,0329;0,0;0,0444;0,1085;0,0209;0,0183;0,0;0,0;0,0;0,0067;0,0232;0,0591;0,0;0,0166;0,0;0,0;0,0;0,0559;0,0;0,0;0,0544;0,0079;0,0099;0,0906;0,0194;0,0074;0,1678;0,0;0,0778;0,0215;0,1548;0,0844;0,0;0,0;0,1347;0,0342;0,0325;0,0746;0,0;0,0;0,0351;0,0191;0,0519;0,0;0,0166;0,0745;0,0599;0,0;0,0274;0,0168;1,0;0,0117;0,0522;0,0268;0,0626;0,0272;0,0;0,0099;0,0168;0,0;0,2277;0,0;0,0;0,226;0,0479;0,063;0,115;0,0103;0,007;0,0;0,0;0,1633;0,0;0,0544;0,0;0,3939;0,0605;0,0124;0,0747;0,0367;0,0;0,0208;0,0333
Maria Cristina Stello Leite;0,0159;0,0;0,043;0,021;0,0;0,0;0,0312;0,033;0,0351;0,1009;0,0;0,0;0,0;0,0;0,0;0,0317;0,0734;0,0085;0,0;0,1048;0,0;0,0;0,0241;0,0354;0,0;0,0;0,0861;0,0251;0,0629;0,0614;0,0;0,0351;0,0977;0,0;0,041;0,1021;0,1519;0,0;0,0473;0,0348;0,1065;0,036;0,0772;0,0483;0,0;0,0;0,0;0,0151;0,2325;0,0398;0,0;0,0;0,0237;0,0;0,2784;0,0354;0,0117;1,0;0,165;0,0777;0,099;0,043;0,0;0,0471;0,0532;0,0;0,0;0,0808;0,0;0,0357;0,1643;0,0221;0,0;0,0406;0,0993;0,0;0,0;0,043;0,0;0,0;0,0;0,0377;0,0;0,0;0,0;0,087;0,0;0,0617;0,1316
